id,text,processed_text
10512,Universidad Central del Caribe School of Medicine,universidad central del caribe school medicine
10513,University at Buffalo State University of New York School of Medicine amp Biomedical Sciences,university buffalo state university new york school medicine amp biomedical science
10514,University of Alabama School of Medicine,university alabama school medicine
10515,University of Arizona College of Medicine,university arizona college medicine
10516,University of Arkansas for Medical Sciences College of Medicine,university arkansas medical science college medicine
10517,University of California Davis School of Medicine,university california davis school medicine
10518,University of California Irvine School of Medicine,university california irvine school medicine
10519,University of California Los Angeles David Geffen School of Medicine,university california los angeles david geffen school medicine
10520,University of California San Diego School of Medicine,university california san diego school medicine
10521,University of California San Francisco School of Medicine,university california san francisco school medicine
10522,University of Central Florida College of Medicine,university central florida college medicine
10523,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,university chicago division biological science pritzker school medicine
10524,University of Cincinnati College of Medicine,university cincinnati college medicine
10525,University of Colorado School of Medicine,university colorado school medicine
10526,University of Connecticut School of Medicine,university connecticut school medicine
10527,University of Florida College of Medicine,university florida college medicine
10528,University of Hawaii John A Burns School of Medicine,university hawaii john burn school medicine
10529,University of Illinois College of Medicine,university illinois college medicine
10530,University of Iowa Roy J and Lucille A Carver College of Medicine,university iowa roy j lucille carver college medicine
10531,University of Kansas School of Medicine,university kansa school medicine
10532,University of Kentucky College of Medicine,university kentucky college medicine
10533,University of Louisville School of Medicine,university louisville school medicine
10534,University of Maryland School of Medicine,university maryland school medicine
10535,University of Massachusetts Medical School,university massachusetts medical school
10536,University of Medicine and Dentistry of New JerseyNew Jersey Medical School,university medicine dentistry new jerseynew jersey medical school
10537,University of Medicine and Dentistry of New JerseyRobert Wood Johnson Medical School,university medicine dentistry new jerseyrobert wood johnson medical school
10538,University of Miami Leonard M Miller School of Medicine,university miami leonard miller school medicine
10539,University of Michigan Medical School,university michigan medical school
10540,University of Minnesota Medical School,university minnesota medical school
10541,University of Mississippi School of Medicine,university mississippi school medicine
10542,University of MissouriColumbia School of Medicine,university missouricolumbia school medicine
10543,University of MissouriKansas City School of Medicine,university missourikansas city school medicine
10544,University of Nebraska College of Medicine,university nebraska college medicine
10545,University of Nevada School of Medicine,university nevada school medicine
10546,University of New Mexico School of Medicine,university new mexico school medicine
10547,University of North Carolina at Chapel Hill School of Medicine,university north carolina chapel hill school medicine
10548,University of North Dakota School of Medicine and Health Sciences,university north dakota school medicine health science
10549,University of Oklahoma College of Medicine,university oklahoma college medicine
10550,University of Pennsylvania School of Medicine,university pennsylvania school medicine
10551,University of Pittsburgh School of Medicine,university pittsburgh school medicine
10552,University of Puerto Rico School of Medicine,university puerto rico school medicine
10553,University of Rochester School of Medicine and Dentistry,university rochester school medicine dentistry
10554,University of South Alabama College of Medicine,university south alabama college medicine
10555,University of South Carolina School of Medicine,university south carolina school medicine
10556,University of South Florida College of Medicine,university south florida college medicine
10557,University of Tennessee Health Science Center College of Medicine,university tennessee health science center college medicine
10558,University of Texas Medical Branch School of Medicine,university texas medical branch school medicine
10559,University of Texas Medical School at Houston,university texas medical school houston
10560,University of Texas Southwestern Medical Center at Dallas Southwestern Medical School,university texas southwestern medical center dallas southwestern medical school
10561,University of Utah School of Medicine,university utah school medicine
10562,University of Vermont College of Medicine,university vermont college medicine
10563,University of Virginia School of Medicine,university virginia school medicine
10564,University of Washington School of Medicine,university washington school medicine
10565,University of Wisconsin School of Medicine and Public Health,university wisconsin school medicine public health
10566,Vanderbilt University School of Medicine,vanderbilt university school medicine
10567,Virginia Commonwealth University School of Medicine,virginia commonwealth university school medicine
10568,Virginia Tech Carilion School of Medicine,virginia tech carilion school medicine
10569,Wake Forest University School of Medicine,wake forest university school medicine
10570,Washington University in St Louis School of Medicine,washington university st louis school medicine
10571,Wayne State University School of Medicine,wayne state university school medicine
10572,Weill Cornell Medical College,weill cornell medical college
10573,West Virginia University School of Medicine,west virginia university school medicine
10574,Wright State University Boonshoft School of Medicine,wright state university boonshoft school medicine
10575,Yale University School of Medicine,yale university school medicine
10576,Evaluate options and make recommendations,evaluate option make recommendation
10577,Significant influence on the final decision,significant influence final decision
10578,Some influence on the final decision,influence final decision
10579,Clinic,clinic
10580,Hospital,hospital
10581,Office based  group practice,office based group practice
10582,Office based  solo practice,office based solo practice
10583,Urgent Care,urgent care
10584,AAISP,aaisp
10585,ACS,ac
10586,America Online,america online
10587,AOL,aol
10588,BE,
10589,Century Tel,century tel
10590,Cincinnati Bell,cincinnati bell
10591,Citizens,citizen
10592,ClearWire,clearwire
10593,Comcast,comcast
10594,EarthLink,earthlink
10595,Eclipse,eclipse
10596,Embarq,embarq
10597,Entanet,entanet
10598,Freedom 2 Surf,freedom 2 surf
10599,GCI,gci
10600,Google Fiber,google fiber
10601,Hughes Network Systems,hughes network system
10602,IDNet,idnet
10603,Insight Broadband,insight broadband
10604,LocalNet,localnet
10605,Madasafish,madasafish
10606,Namesco,namesco
10607,NewNet,newnet
10608,None at home,none home
10609,Pipex,pipex
10610,Qwest,qwest
10611,RoadRunner,roadrunner
10612,SBC,sbc
10613,SureWest,surewest
10614,Talk Talk,talk talk
10615,Tiscali,tiscali
10616,United Online,united online
10617,Windstream,windstream
10618,Zen,zen
10619,Alternative fuel,alternative fuel
10620,Dont own a green vehicle,dont green vehicle
10621,Electric,electric
10622,Hybrid,hybrid
10623,Do not currently own or lease an automotive vehicle,currently lease automotive vehicle
10624,Lease,lease
10625,1 billion but less than 5 billion,1 billion le 5 billion
10626,10 billion,10 billion
10627,10 million but less than 50 million,10 million le 50 million
10628,100 million but less than 500 million,100 million le 500 million
10629,1million but less than 10 million,1million le 10 million
10630,5 billions but less than 10 billion,5 billion le 10 billion
10631,50 million but less than 100 million,50 million le 100 million
10632,500 million but less than 1 billion,500 million le 1 billion
10633,Do not know or not at liberty to disclose,know liberty disclose
10634,Less than 1 million,le 1 million
10635,DSL ,dsl
10636,LTE  UMTS  HSPA ,lte umts hspa
10637,ModemDialup ,modemdialup
10638,Non,non
10639,Oui,oui
10640,Powerline  ,powerline
10641,10 or more,10
10642,2 to 4,2 4
10643,5 to 9,5 9
10644,1 to 49,1 49
10645,100 to 249,100 249
10646,250 to 499,250 499
10647,50 to 99,50 99
10648,500,500
10649,Clinical Pharmacist,clinical pharmacist
10650,Consulting Pharmacist,consulting pharmacist
10651,Locum Pharmacist,locum pharmacist
10652,Pharmacy Assistant,pharmacy assistant
10653,Pharmacy Director,pharmacy director
10654,Pharmacy Director  Chief Pharmacist,pharmacy director chief pharmacist
10655,Pharmacy Intern,pharmacy intern
10656,Pharmacy Manager,pharmacy manager
10657,Compounding or Specialty Pharmacy,compounding specialty pharmacy
10658,Insurance Company,insurance company
10659,Mail Order,mail order
10660,Equally comfortable in Spanish and English,equally comfortable spanish english
10661,More comfortable in English than in Spanish,comfortable english spanish
10662,More comfortable in Spanish than in English,comfortable spanish english
10663,Only comfortable in English,comfortable english
10664,Only comfortable in Spanish,comfortable spanish
10665,Mostly English sometimes Spanish,mostly english sometimes spanish
10666,Mostly Spanish Sometimes English,mostly spanish sometimes english
10667,Only English,english
10668,Only Spanish,spanish
10669,Spanish and English equally,spanish english equally
10670,Alberta,alberta
10671,British Columbia,british columbia
10672,Manitoba,manitoba
10673,New Brunswick,new brunswick
10674,Newfoundland and Labrador,newfoundland labrador
10675,Northwest Territories,northwest territory
10676,Nova Scotia,nova scotia
10677,Nunavut,nunavut
10678,Ontario,ontario
10679,Prince Edward Island,prince edward island
10680,Quebec,quebec
10681,Saskatchewan,saskatchewan
10682,Unknown,unknown
10683,Yukon,yukon
10684,1824,1824
10685,2534,2534
10686,3544,3544
10687,4554,4554
10688,5564,5564
10689,65 and older,65 older
10690,Under 18,18
10691,Department or Business Unit,department business unit
10692,Entire company  organization,entire company organization
10693,Entire work site  division,entire work site division
10694,No Influence,influence
10695,Workgroup  Team,workgroup team
10696,10002499,10002499
10697,100499,100499
10698,01-May,01-May
10699,2500  4999,2500 4999
10700,2699,2699
10701,5000 or more,5000
10702,500  999,500 999
10703,06-Oct,06-Oct
10704,Nov-25,Nov-25
10705,Apidra,apidra
10706,Currently not using insulin,currently using insulin
10707,Humalog,humalog
10708,Humalog mix 7525,humalog mix 7525
10709,Humulin 5050,humulin 5050
10710,Humulin 7030,humulin 7030
10711,Lantus,lantus
10712,Lente,lente
10713,Levemir,levemir
10714,Novolin 7030,novolin 7030
10715,Novolog,novolog
10716,Novolog 7030,novolog 7030
10717,NPH,nph
10718,Regular  Humulin or Novolin,regular humulin novolin
10719,Ultralente,ultralente
10720,Animas Onetouch Ping,anima onetouch ping
10721,Currently not using a pump,currently using pump
10722,Deltec Cozmo,deltec cozmo
10723,Disetronic AccuChek Spirit,disetronic accuchek spirit
10724,Insulet OmniPod,insulet omnipod
10725,MiniMed,minimed
10726,Nipro Amigo,nipro amigo
10727,Sooil DANA Diabecare,sooil dana diabecare
10728,Currently not using noninsulin injectables,currently using noninsulin injectables
10729,Exenatide,exenatide
10730,Liraglutide,liraglutide
10731,Pramlintide,pramlintide
10732,Someone else is primarily responsible for household financial matters,someone else primarily responsible household financial matter
10733,You are the primary decision maker,primary decision maker
10734,You jointly make decisions with your spouse or partner,jointly make decision spouse partner
10735,12M,12m
10736,100150K,100150k
10737,150250K,150250k
10738,250400K,250400k
10739,2M,2m
10740,3050K,3050k
10741,400500K,400500k
10742,500750K,500750k
10743,50100K,50100k
10744,750K1M,750k1m
10745,Less than 30K,le 30k
10746,Alternative Transportation,alternative transportation
10747,Buy locally grown fruit vegetables,buy locally grown fruit vegetable
10748,Carry a reusable beverage container,carry reusable beverage container
10749,Pay the majority of my bills online receive online banking statements,pay majority bill online receive online banking statement
10750,Repair items instead of buying new ones,repair item instead buying new one
10751,Reuse things I own instead of purchasing new items,reuse thing instead purchasing new item
10752,Turn off lights when I leave a room,turn light leave room
10753,Unplug TVs computers electronics when not in use,unplug tv computer electronics use
10754,Use energy efficient products in your household,use energy efficient product household
10755,I would not be interested in subscribing to a green energy plan,would interested subscribing green energy plan
